Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   20100/1009598     PFSP::getTotalCompletionTime(std::vector<int, std::allocator<int> > const&, int**) [13]
-----------------------------------------------
                0.00    0.00       1/1009598     main [1]
                0.00    0.00   20100/1009598     PFSP::getTotalCompletionTime(std::vector<int, std::allocator<int> > const&) [12]
                0.22    0.00  989497/1009598     PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[13]     0.6    0.22    0.00 1009598         PFSP::getTotalCompletionTime(std::vector<int, std::allocator<int> > const&, int**) [13]
-----------------------------------------------
                0.00    0.17       1/1           PFSP::PFSP(char const*) [15]
[14]     0.4    0.00    0.17       1         PFSP::importData(char const*) [14]
                0.17    0.00     200/200         std::vector<int, std::allocator<int> >::resize(unsigned long) [16]
                0.00    0.00    4000/2845319530     std::vector<int, std::allocator<int> >::operator[](unsigned long) [6]
                0.00    0.00    4400/2843341138     std::vector<Job, std::allocator<Job> >::operator[](unsigned long) [9]
                0.00    0.00       1/1           std::vector<Job, std::allocator<Job> >::resize(unsigned long) [363]
                0.00    0.00       1/1           std::vector<Machine, std::allocator<Machine> >::resize(unsigned long) [368]
-----------------------------------------------
                0.00    0.17       1/1           main [1]
[15]     0.4    0.00    0.17       1         PFSP::PFSP(char const*) [15]
                0.00    0.17       1/1           PFSP::importData(char const*) [14]
                0.00    0.00       1/1           std::vector<Job, std::allocator<Job> >::vector() [364]
                0.00    0.00       1/1           std::vector<Machine, std::allocator<Machine> >::vector() [369]
-----------------------------------------------
                0.17    0.00     200/200         PFSP::importData(char const*) [14]
[16]     0.4    0.17    0.00     200         std::vector<int, std::allocator<int> >::resize(unsigned long) [16]
                0.00    0.00     200/200         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [57]
                0.00    0.00     400/10522103     std::vector<int, std::allocator<int> >::size() const [30]
-----------------------------------------------
                0.00    0.04  989496/989496      PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[17]     0.1    0.00    0.04  989496         std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::operator()(std::vector<int, std::allocator<int> >&, int, int) const [17]
                0.00    0.04  989496/989496      std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [18]
                0.00    0.00 1978992/3959526     int&& std::forward<int>(std::remove_reference<int>::type&) [77]
                0.00    0.00  989496/989497      std::_Function_base::_M_empty() const [115]
                0.00    0.00  989496/1978992     std::vector<int, std::allocator<int> >& std::forward<std::vector<int, std::allocator<int> >&>(std::remove_reference<std::vector<int, std::allocator<int> >&>::type&) [86]
-----------------------------------------------
                0.00    0.04  989496/989496      std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::operator()(std::vector<int, std::allocator<int> >&, int, int) const [17]
[18]     0.1    0.00    0.04  989496         std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [18]
                0.01    0.03  989496/989496      PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}::operator()(std::vector<int, std::allocator<int> >&, int, int) const [19]
                0.00    0.00 1978992/3959526     int&& std::forward<int>(std::remove_reference<int>::type&) [77]
                0.00    0.00  989496/989496      std::_Function_base::_Base_manager<PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_get_pointer(std::_Any_data const&) [120]
                0.00    0.00  989496/1978992     std::vector<int, std::allocator<int> >& std::forward<std::vector<int, std::allocator<int> >&>(std::remove_reference<std::vector<int, std::allocator<int> >&>::type&) [86]
-----------------------------------------------
                0.01    0.03  989496/989496      std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [18]
[19]     0.1    0.01    0.03  989496         PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}::operator()(std::vector<int, std::allocator<int> >&, int, int) const [19]
                0.02    0.01  989496/989496      PFSP::exchange(std::vector<int, std::allocator<int> >&, int, int) [20]
-----------------------------------------------
                0.02    0.01  989496/989496      PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}::operator()(std::vector<int, std::allocator<int> >&, int, int) const [19]
[20]     0.1    0.02    0.01  989496         PFSP::exchange(std::vector<int, std::allocator<int> >&, int, int) [20]
                0.00    0.01  989496/1069518     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [27]
                0.00    0.00 1978992/2845319530     std::vector<int, std::allocator<int> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.00    0.00       2/1010243     std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [67]
                0.00    0.00       3/1010243     PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2]
                0.00    0.00       3/1010243     main [1]
                0.00    0.00      20/1010243     Machine::~Machine() [59]
                0.00    0.00     200/1010243     Job::~Job() [46]
                0.00    0.00   20300/1010243     PFSP::simplifiedRZHeuristic() [11]
                0.01    0.01  989715/1010243     PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[21]     0.1    0.01    0.02 1010243         std::vector<int, std::allocator<int> >::~vector() [21]
                0.01    0.01 1010243/1010243     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [23]
                0.00    0.00 1010243/2064157     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [79]
                0.00    0.00 1010243/1010643     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [101]
-----------------------------------------------
                0.00    0.00       1/1009818     PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2]
                0.00    0.00       1/1009818     main [1]
                0.00    0.00   20100/1009818     PFSP::simplifiedRZHeuristic() [11]
                0.00    0.02  989716/1009818     PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[22]     0.0    0.00    0.02 1009818         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [22]
                0.00    0.00 1009818/2020063     std::allocator<int>::~allocator() [26]
                0.00    0.00 1009818/1012910     std::vector<int, std::allocator<int> >::end() const [32]
                0.00    0.00 1009818/1012910     std::vector<int, std::allocator<int> >::begin() const [33]
                0.00    0.00 1009818/10522103     std::vector<int, std::allocator<int> >::size() const [30]
                0.00    0.00 1009818/1050820     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [90]
                0.00    0.00 1009818/1009818     __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [110]
                0.00    0.00 1009818/1009818     std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [112]
                0.00    0.00 1009818/2064157     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [79]
                0.00    0.00 1009818/1010218     int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [107]
-----------------------------------------------
                0.01    0.01 1010243/1010243     std::vector<int, std::allocator<int> >::~vector() [21]
[23]     0.0    0.01    0.01 1010243         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [23]
                0.00    0.01 1010243/1010243     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [31]
                0.00    0.00 1010243/1030943     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [91]
-----------------------------------------------
                0.01    0.00 3208554/3208554     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [27]
[24]     0.0    0.01    0.00 3208554         std::remove_reference<int&>::type&& std::move<int&>(int&) [24]
-----------------------------------------------
                0.00    0.00   20100/2045920     std::vector<int, std::allocator<int> >::cbegin() const [39]
                0.00    0.00 1012910/2045920     std::vector<int, std::allocator<int> >::begin() const [33]
                0.00    0.00 1012910/2045920     std::vector<int, std::allocator<int> >::end() const [32]
[25]     0.0    0.01    0.00 2045920         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [25]
-----------------------------------------------
                0.00    0.00       2/2020063     std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [67]
                0.00    0.00 1009818/2020063     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [22]
                0.01    0.00 1010243/2020063     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [31]
[26]     0.0    0.01    0.00 2020063         std::allocator<int>::~allocator() [26]
                0.00    0.00 2020063/2020063     __gnu_cxx::new_allocator<int>::~new_allocator() [83]
-----------------------------------------------
                0.00    0.00   80022/1069518     std::pair<int, int>::swap(std::pair<int, int>&) [35]
                0.00    0.01  989496/1069518     PFSP::exchange(std::vector<int, std::allocator<int> >&, int, int) [20]
[27]     0.0    0.00    0.01 1069518         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [27]
                0.01    0.00 3208554/3208554     std::remove_reference<int&>::type&& std::move<int&>(int&) [24]
-----------------------------------------------
                0.00    0.00       1/1009599     void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [44]
                0.00    0.00      16/1009599     void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [66]
                0.00    0.00     185/1009599     void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [56]
                0.00    0.00   19900/1009599     void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [34]
                0.01    0.00  989497/1009599     PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[28]     0.0    0.01    0.00 1009599         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [28]
                0.00    0.00 2019198/2059640     __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [80]
-----------------------------------------------
                0.00    0.00       2/989507      main [1]
                0.00    0.00       4/989507      bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [69]
                0.00    0.00       5/989507      PFSP::iterative_improvement_algorithm(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2]
                0.01    0.00  989496/989507      PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[29]     0.0    0.01    0.00  989507         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [29]
-----------------------------------------------
                0.00    0.00     200/10522103     std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [57]
                0.00    0.00     201/10522103     print_jobs_order(std::vector<int, std::allocator<int> >) [58]
                0.00    0.00     400/10522103     std::vector<int, std::allocator<int> >::resize(unsigned long) [16]
                0.00    0.00    5784/10522103     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [42]
                0.00    0.00   20300/10522103     PFSP::simplifiedRZHeuristic() [11]
                0.00    0.00   81200/10522103     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [40]
                0.00    0.00 1009818/10522103     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [22]
                0.01    0.00 9404200/10522103     PFSP::computeMakespanTable(std::vector<int, std::allocator<int> > const&, int**) [10]
[30]     0.0    0.01    0.00 10522103         std::vector<int, std::allocator<int> >::size() const [30]
-----------------------------------------------
                0.00    0.01 1010243/1010243     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [23]
[31]     0.0    0.00    0.01 1010243         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [31]
                0.01    0.00 1010243/2020063     std::allocator<int>::~allocator() [26]
-----------------------------------------------
                0.00    0.00    3092/1012910     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [42]
                0.00    0.00 1009818/1012910     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [22]
[32]     0.0    0.00    0.00 1012910         std::vector<int, std::allocator<int> >::end() const [32]
                0.00    0.00 1012910/2045920     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [25]
-----------------------------------------------
                0.00    0.00    3092/1012910     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [42]
                0.00    0.00 1009818/1012910     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [22]
[33]     0.0    0.00    0.00 1012910         std::vector<int, std::allocator<int> >::begin() const [33]
                0.00    0.00 1012910/2045920     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [25]
-----------------------------------------------
                0.00    0.00       1/1           PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[34]     0.0    0.00    0.00       1         void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [34]
                0.00    0.00   39799/40011       void std::iter_swap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [37]
                0.00    0.00   19900/1009599     bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [28]
                0.00    0.00   39800/39873       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [151]
                0.00    0.00   39799/39799       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++(int) [159]
                0.00    0.00   19900/19980       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [168]
                0.00    0.00   19899/19899       std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [175]
                0.00    0.00       1/2           bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [287]
                0.00    0.00       1/19900       std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [171]
                0.00    0.00       1/19900       unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [172]
-----------------------------------------------
                0.00    0.00   40011/40011       std::enable_if<std::__and_<std::__is_swappable<int>, std::__is_swappable<int> >::value, void>::type std::swap<int, int>(std::pair<int, int>&, std::pair<int, int>&) [36]
[35]     0.0    0.00    0.00   40011         std::pair<int, int>::swap(std::pair<int, int>&) [35]
                0.00    0.00   80022/1069518     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [27]
-----------------------------------------------
                0.00    0.00   40011/40011       void std::iter_swap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [37]
[36]     0.0    0.00    0.00   40011         std::enable_if<std::__and_<std::__is_swappable<int>, std::__is_swappable<int> >::value, void>::type std::swap<int, int>(std::pair<int, int>&, std::pair<int, int>&) [36]
                0.00    0.00   40011/40011       std::pair<int, int>::swap(std::pair<int, int>&) [35]
-----------------------------------------------
                0.00    0.00      20/40011       void std::__move_median_to_first<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [65]
                0.00    0.00     192/40011       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [54]
                0.00    0.00   39799/40011       void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [34]
[37]     0.0    0.00    0.00   40011         void std::iter_swap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [37]
