Instance,Instance Size,Pivoting Rule,Neighborhood,Initial Solution,Run,Deviation (%),Time (s)
ta056,50,first,exchange,random,4,14.0199,0.1265
ta056,50,first,exchange,random,5,11.7534,0.1343
ta056,50,first,exchange,random,6,13.3896,0.1582
ta056,50,first,exchange,random,7,13.6425,0.1879
ta056,50,first,exchange,random,8,15.2505,0.0849
ta056,50,first,exchange,random,9,13.1806,0.2292
ta056,50,first,exchange,random,10,11.2526,0.1395
ta056,50,best,transpose,srz,1,6.6741,0.0598
ta056,50,best,transpose,srz,2,6.6741,0.05
ta056,50,best,transpose,srz,3,6.6741,0.0453
ta056,50,best,transpose,srz,4,6.6741,0.0417
ta056,50,best,transpose,srz,5,6.6741,0.0432
ta056,50,best,transpose,srz,6,6.6741,0.0467
ta056,50,best,transpose,srz,7,6.6741,0.0445
ta056,50,best,transpose,srz,8,6.6741,0.045
ta056,50,best,transpose,srz,9,6.6741,0.0447
ta056,50,best,transpose,srz,10,6.6741,0.0442
ta056,50,first,insert,srz,1,6.6741,0.1435
ta056,50,first,insert,srz,2,6.6741,0.1075
ta056,50,first,insert,srz,3,6.6741,0.1163
ta056,50,first,insert,srz,4,6.6741,0.0938
ta056,50,first,insert,srz,5,6.6741,0.0927
ta056,50,first,insert,srz,6,6.4585,0.0951
ta056,50,first,insert,srz,7,6.6741,0.0954
ta056,50,first,insert,srz,8,6.6451,0.1327
ta056,50,first,insert,srz,9,6.6741,0.0978
ta056,50,first,insert,srz,10,6.6741,0.0949
ta056,50,best,exchange,srz,1,6.6741,0.1022
ta056,50,best,exchange,srz,2,6.6741,0.0954
ta056,50,best,exchange,srz,3,6.6741,0.0933
ta056,50,best,exchange,srz,4,6.6741,0.0937
ta056,50,best,exchange,srz,5,6.6741,0.0935
ta056,50,best,exchange,srz,6,6.6741,0.1031
ta056,50,best,exchange,srz,7,6.6741,0.0951
ta056,50,best,exchange,srz,8,6.6741,0.1007
ta056,50,best,exchange,srz,9,6.6741,0.0924
ta056,50,best,exchange,srz,10,6.6741,0.0938
ta056,50,first,insert,random,1,12.8323,0.3011
ta056,50,first,insert,random,2,18.3355,0.2022
ta056,50,first,insert,random,3,20.5596,0.1417
ta056,50,first,insert,random,4,11.2733,0.2122
ta056,50,first,insert,random,5,16.3137,0.0789
ta056,50,first,insert,random,6,13.0048,0.2412
ta056,50,first,insert,random,7,15.5723,0.1437
ta056,50,first,insert,random,8,14.0307,0.3258
ta056,50,first,insert,random,9,15.496,0.0894
ta056,50,first,insert,random,10,21.4643,0.0883
ta056,50,best,exchange,random,1,26.3828,0.2621
ta056,50,best,exchange,random,2,25.7443,0.1543
ta056,50,best,exchange,random,3,23.2241,0.1509
ta056,50,best,exchange,random,4,26.1017,0.2469
ta056,50,best,exchange,random,5,22.6486,0.1512
ta056,50,best,exchange,random,6,24.614,0.1499
ta056,50,best,exchange,random,7,29.1402,0.1495
ta056,50,best,exchange,random,8,24.4423,0.3902
ta056,50,best,exchange,random,9,28.5813,0.1528
ta056,50,best,exchange,random,10,23.919,0.1017
ta086,100,best,exchange,random,1,29.2412,1.1849
ta086,100,best,exchange,random,2,29.4779,1.1559
ta086,100,best,exchange,random,3,26.9565,1.9462
ta086,100,best,exchange,random,4,24.6163,1.1652
ta086,100,best,exchange,random,5,28.4248,1.1849
ta086,100,best,exchange,random,6,27.0186,1.1742
ta086,100,best,exchange,random,7,24.0281,0.7949
ta086,100,best,exchange,random,8,28.3976,1.154
ta086,100,best,exchange,random,9,27.1666,1.5457
ta086,100,best,exchange,random,10,28.9897,0.8164
ta056,50,best,insert,srz,1,6.6741,0.1074
ta056,50,best,insert,srz,2,6.6741,0.1024
ta056,50,best,insert,srz,3,6.6741,0.0918
ta056,50,best,insert,srz,4,6.6741,0.0917
ta056,50,best,insert,srz,5,6.6741,0.0992
ta056,50,best,insert,srz,6,6.6741,0.0924
ta056,50,best,insert,srz,7,6.6741,0.0954
ta056,50,best,insert,srz,8,6.6741,0.0967
ta056,50,best,insert,srz,9,6.6741,0.0955
ta056,50,best,insert,srz,10,6.6741,0.0952
ta056,50,best,insert,random,1,25.3155,0.2625
ta056,50,best,insert,random,2,29.6071,0.1571
ta056,50,best,insert,random,3,28.4154,0.1536
ta056,50,best,insert,random,4,24.1197,0.1537
ta056,50,best,insert,random,5,28.5075,0.149
ta056,50,best,insert,random,6,29.0432,0.1503
ta056,50,best,insert,random,7,25.9715,0.1507
ta056,50,best,insert,random,8,23.0582,0.1479
ta056,50,best,insert,random,9,25.6547,0.1177
ta056,50,best,insert,random,10,22.5491,0.1495
ta086,100,best,insert,random,1,26.6705,1.1825
ta086,100,best,insert,random,2,25.9744,2.4096
ta086,100,best,insert,random,3,30.6658,1.2298
ta086,100,best,insert,random,4,29.0563,1.2351
ta086,100,best,insert,random,5,31.2808,1.2139
ta086,100,best,insert,random,6,26.6414,1.2317
ta086,100,best,insert,random,7,28.0385,1.2326
ta086,100,best,insert,random,8,26.4376,1.2731
ta086,100,best,insert,random,9,28.9217,0.7902
ta086,100,best,insert,random,10,26.9431,1.1653
ta086,100,best,insert,srz,1,8.0748,1.4503
ta086,100,best,insert,srz,2,8.0748,1.5046
ta086,100,best,insert,srz,3,8.0748,1.5338
ta086,100,best,insert,srz,4,8.0748,1.5079
ta086,100,best,insert,srz,5,8.0748,1.5378
ta086,100,best,insert,srz,6,8.0748,1.5132
ta086,100,best,insert,srz,7,8.0748,1.5145
ta086,100,best,insert,srz,8,8.0748,1.4582
ta086,100,best,insert,srz,9,8.0748,1.4374
ta086,100,best,insert,srz,10,8.0748,1.4387
ta083,100,best,transpose,random,1,26.8156,0.0262
ta083,100,best,transpose,random,2,29.3276,0.0376
ta083,100,best,transpose,random,3,24.5474,0.0482
ta083,100,best,transpose,random,4,23.3769,0.0516
ta083,100,best,transpose,random,5,25.3881,0.0166
ta083,100,best,transpose,random,6,27.975,0.024
ta083,100,best,transpose,random,7,27.4253,0.043
ta083,100,best,transpose,random,8,26.9107,0.0237
ta083,100,best,transpose,random,9,27.6383,0.0136
ta083,100,best,transpose,random,10,24.332,0.0283
ta106,200,first,insert,srz,1,6.6534,5.6053
ta106,200,first,insert,srz,2,6.6534,5.9174
ta106,200,first,insert,srz,3,6.6534,8.6974
ta106,200,first,insert,srz,4,6.6534,5.7645
ta106,200,first,insert,srz,5,7.1077,5.5271
ta106,200,first,insert,srz,6,6.6534,5.8828
ta106,200,first,insert,srz,7,6.6179,6.2223
ta106,200,first,insert,srz,8,7.1031,8.2107
ta106,200,first,insert,srz,9,6.6534,8.1208
ta106,200,first,insert,srz,10,6.6534,8.4473
ta086,100,best,exchange,srz,1,8.6941,1.8486
ta086,100,best,exchange,srz,2,8.6941,1.8001
ta086,100,best,exchange,srz,3,8.6941,1.8379
ta086,100,best,exchange,srz,4,8.6941,1.8146
ta086,100,best,exchange,srz,5,8.6941,1.9019
ta086,100,best,exchange,srz,6,8.6941,1.8442
ta086,100,best,exchange,srz,7,8.6941,1.8086
ta086,100,best,exchange,srz,8,8.6941,1.7978
ta086,100,best,exchange,srz,9,8.6941,1.8275
ta086,100,best,exchange,srz,10,8.6941,1.8519
ta083,100,first,transpose,srz,1,6.903,0.6798
ta083,100,first,transpose,srz,2,6.903,0.8061
ta083,100,first,transpose,srz,3,6.903,0.7873
ta083,100,first,transpose,srz,4,6.903,0.6651
ta083,100,first,transpose,srz,5,6.903,0.7211
ta083,100,first,transpose,srz,6,6.903,0.7023
ta083,100,first,transpose,srz,7,6.903,0.8462
ta083,100,first,transpose,srz,8,6.903,0.8361
ta083,100,first,transpose,srz,9,6.903,0.6689
ta083,100,first,transpose,srz,10,6.903,0.7685
ta083,100,best,transpose,srz,1,6.916,0.3095
ta083,100,best,transpose,srz,2,6.916,0.295
ta083,100,best,transpose,srz,3,6.916,0.287
ta083,100,best,transpose,srz,4,6.916,0.2919
ta083,100,best,transpose,srz,5,6.916,0.2913
ta083,100,best,transpose,srz,6,6.916,0.3026
ta083,100,best,transpose,srz,7,6.916,0.2907
ta083,100,best,transpose,srz,8,6.916,0.2976
ta083,100,best,transpose,srz,9,6.916,0.2805
ta083,100,best,transpose,srz,10,6.916,0.2947
ta083,100,first,exchange,random,1,13.8268,1.5851
ta083,100,first,exchange,random,2,14.9068,1.2812
ta083,100,first,exchange,random,3,18.1203,0.7529
ta083,100,first,exchange,random,4,13.265,0.5234
ta083,100,first,exchange,random,5,12.3245,1.2801
ta083,100,first,exchange,random,6,13.0985,1.0401
ta083,100,first,exchange,random,7,13.2282,0.7555
ta083,100,first,exchange,random,8,16.0964,0.7614
ta083,100,first,exchange,random,9,12.635,0.7974
ta083,100,first,exchange,random,10,13.0904,1.5749
ta083,100,first,exchange,srz,1,7.1862,0.8829
ta083,100,first,exchange,srz,2,8.4618,0.788
ta083,100,first,exchange,srz,3,8.057,1.1401
ta083,100,first,exchange,srz,4,8.2545,0.8354
ta083,100,first,exchange,srz,5,7.8943,1.2964
ta083,100,first,exchange,srz,6,7.6481,1.0973
ta083,100,first,exchange,srz,7,7.6824,1.3803
ta083,100,first,exchange,srz,8,6.686,0.8582
ta083,100,first,exchange,srz,9,7.9332,1.1246
ta083,100,first,exchange,srz,10,8.471,1.3375
ta083,100,first,insert,srz,1,7.4097,0.7131
ta083,100,first,insert,srz,2,7.6557,0.7154
ta083,100,first,insert,srz,3,7.2622,0.7018
ta083,100,first,insert,srz,4,8.4321,1.0122
ta083,100,first,insert,srz,5,8.0989,1.1348
ta083,100,first,insert,srz,6,7.5608,0.965
ta083,100,first,insert,srz,7,7.7021,1.0567
ta083,100,first,insert,srz,8,6.3317,0.7218
ta083,100,first,insert,srz,9,7.8381,1.1011
ta083,100,first,insert,srz,10,7.467,0.8677
ta083,100,first,insert,random,1,16.3934,1.3881
ta083,100,first,insert,random,2,14.2322,1.4025
ta083,100,first,insert,random,3,19.6602,0.6076
ta083,100,first,insert,random,4,16.0372,2.0524
ta083,100,first,insert,random,5,13.6404,1.2553
ta083,100,first,insert,random,6,19.3213,0.7065
ta083,100,first,insert,random,7,15.9559,1.2678
ta083,100,first,insert,random,8,16.2326,1.3725
ta083,100,first,insert,random,9,15.0443,1.2013
ta083,100,first,insert,random,10,22.3435,0.5674
ta083,100,first,transpose,random,1,16.5858,2.2254
ta083,100,first,transpose,random,2,22.1365,2.6913
ta083,100,first,transpose,random,3,25.7303,0.5364
ta083,100,first,transpose,random,4,22.2197,1.2822
ta083,100,first,transpose,random,5,24.8231,0.7701
ta083,100,first,transpose,random,6,22.8205,1.2536
ta083,100,first,transpose,random,7,25.2552,0.7834
ta083,100,first,transpose,random,8,22.9045,2.5298
ta083,100,first,transpose,random,9,22.4132,1.1264
ta083,100,first,transpose,random,10,16.1121,2.6732
ta083,100,best,insert,random,1,21.7352,1.5604
ta083,100,best,insert,random,2,22.367,1.1584
ta083,100,best,insert,random,3,27.9601,1.1418
ta083,100,best,insert,random,4,24.9287,1.1531
ta083,100,best,insert,random,5,26.3016,1.5429
ta083,100,best,insert,random,6,24.3734,1.1451
ta083,100,best,insert,random,7,26.1143,0.7824
ta083,100,best,insert,random,8,29.456,1.2604
ta083,100,best,insert,random,9,24.8995,2.1115
ta083,100,best,insert,random,10,27.0605,0.852
ta106,200,first,exchange,random,1,13.4055,12.261
ta106,200,first,exchange,random,2,14.3134,17.5497
ta106,200,first,exchange,random,3,15.5403,7.0306
ta106,200,first,exchange,random,4,17.6313,6.2756
ta106,200,first,exchange,random,5,14.9518,7.7357
ta106,200,first,exchange,random,6,15.8153,7.4954
ta106,200,first,exchange,random,7,18.3213,4.2961
ta106,200,first,exchange,random,8,12.8376,8.0063
ta106,200,first,exchange,random,9,14.9158,8.0495
ta106,200,first,exchange,random,10,16.2082,4.5868
ta106,200,best,insert,srz,1,6.6534,8.2824
ta106,200,best,insert,srz,2,6.6534,8.2787
ta106,200,best,insert,srz,3,6.6534,8.1967
ta106,200,best,insert,srz,4,6.6534,8.1837
ta106,200,best,insert,srz,5,6.6534,8.1901
ta106,200,best,insert,srz,6,6.6534,8.1726
ta106,200,best,insert,srz,7,6.6534,8.2144
ta106,200,best,insert,srz,8,6.6534,8.4889
ta106,200,best,insert,srz,9,6.6534,8.491
ta106,200,best,insert,srz,10,6.6534,9.3996
ta104,200,best,transpose,random,1,28.1761,0.092
ta104,200,best,transpose,random,2,27.151,0.1164
ta104,200,best,transpose,random,3,27.6035,0.0808
ta104,200,best,transpose,random,4,25.2424,0.0787
ta104,200,best,transpose,random,5,27.5634,0.0425
ta104,200,best,transpose,random,6,27.4729,0.1637
ta104,200,best,transpose,random,7,25.1788,0.2014
ta104,200,best,transpose,random,8,26.9943,0.2029
ta104,200,best,transpose,random,9,27.1671,0.1532
ta104,200,best,transpose,random,10,26.5687,0.08
ta083,100,best,exchange,random,1,27.2691,1.1682
ta083,100,best,exchange,random,2,21.7517,1.1568
ta083,100,best,exchange,random,3,31.6985,1.9065
ta083,100,best,exchange,random,4,23.9915,1.5827
ta083,100,best,exchange,random,5,32.7814,1.9279
ta083,100,best,exchange,random,6,30.6221,1.1518
ta083,100,best,exchange,random,7,23.7837,3.0424
ta083,100,best,exchange,random,8,28.0466,1.2027
ta083,100,best,exchange,random,9,26.691,2.0975
ta083,100,best,exchange,random,10,22.7086,1.2381
ta083,100,best,exchange,srz,1,6.916,1.4935
ta083,100,best,exchange,srz,2,6.916,1.4608
ta083,100,best,exchange,srz,3,6.916,1.4879
ta083,100,best,exchange,srz,4,6.916,1.443
ta083,100,best,exchange,srz,5,6.916,1.5092
ta083,100,best,exchange,srz,6,6.916,1.4752
ta083,100,best,exchange,srz,7,6.916,1.8477
ta083,100,best,exchange,srz,8,6.916,1.5247
ta083,100,best,exchange,srz,9,6.916,1.7875
ta083,100,best,exchange,srz,10,6.916,1.6951
ta083,100,best,insert,srz,1,7.1592,1.4412
ta083,100,best,insert,srz,2,7.1592,1.4445
ta083,100,best,insert,srz,3,7.1592,1.4698
ta083,100,best,insert,srz,4,7.1592,1.4618
ta083,100,best,insert,srz,5,7.1592,1.4793
ta083,100,best,insert,srz,6,7.1592,1.6945
ta083,100,best,insert,srz,7,7.1592,1.5649
ta083,100,best,insert,srz,8,7.1592,1.623
ta083,100,best,insert,srz,9,7.1592,1.5333
ta083,100,best,insert,srz,10,7.1592,1.8079
ta106,200,first,insert,random,1,17.0104,13.453
ta106,200,first,insert,random,2,19.4194,5.084
ta106,200,first,insert,random,3,18.4679,13.3702
ta106,200,first,insert,random,4,17.2526,9.3709
ta106,200,first,insert,random,5,14.986,8.4922
ta106,200,first,insert,random,6,19.4056,9.7336
ta106,200,first,insert,random,7,17.2338,9.9321
ta106,200,first,insert,random,8,22.5856,4.9057
ta106,200,first,insert,random,9,16.207,5.7347
ta106,200,first,insert,random,10,21.4374,10.6001
ta106,200,best,insert,random,1,26.5355,9.1343
ta106,200,best,insert,random,2,26.9612,9.1159
ta106,200,best,insert,random,3,29.1526,8.9815
ta106,200,best,insert,random,4,29.9309,9.0787
ta106,200,best,insert,random,5,27.7801,9.0093
ta106,200,best,insert,random,6,28.1289,9.0887
ta106,200,best,insert,random,7,26.5769,9.1905
ta106,200,best,insert,random,8,27.1531,12.1462
ta106,200,best,insert,random,9,28.711,9.6804
ta106,200,best,insert,random,10,27.4776,12.3187
ta106,200,best,exchange,random,1,29.1498,9.6469
ta106,200,best,exchange,random,2,25.3728,9.5407
ta106,200,best,exchange,random,3,27.2351,9.117
ta106,200,best,exchange,random,4,27.3498,9.112
ta106,200,best,exchange,random,5,28.7517,9.0558
ta106,200,best,exchange,random,6,25.6892,9.1133
ta106,200,best,exchange,random,7,29.903,9.1267
ta106,200,best,exchange,random,8,28.0312,9.1049
ta106,200,best,exchange,random,9,27.4025,15.8773
ta106,200,best,exchange,random,10,26.634,9.1824
ta106,200,first,transpose,random,1,25.1225,5.2951
ta106,200,first,transpose,random,2,24.066,11.4441
ta106,200,first,transpose,random,3,23.6834,4.5946
ta106,200,first,transpose,random,4,21.4601,6.8485
ta106,200,first,transpose,random,5,25.3767,6.9022
ta106,200,first,transpose,random,6,22.1501,20.0036
ta106,200,first,transpose,random,7,22.6478,11.9638
ta106,200,first,transpose,random,8,19.3183,16.4854
ta106,200,first,transpose,random,9,24.8801,9.5814
ta106,200,first,transpose,random,10,25.2351,8.8688
ta081,100,first,transpose,random,1,24.9694,2.2614
ta081,100,first,transpose,random,2,25.7099,0.639
ta081,100,first,transpose,random,3,22.7375,1.2741
ta081,100,first,transpose,random,4,23.8481,1.6691
ta081,100,first,transpose,random,5,27.0982,0.4762
ta081,100,first,transpose,random,6,22.9049,1.8332
ta081,100,first,transpose,random,7,27.7596,0.6084
ta081,100,first,transpose,random,8,25.0485,2.2262
ta081,100,first,transpose,random,9,20.451,2.0744
ta081,100,first,transpose,random,10,27.5043,0.5715
ta081,100,first,transpose,srz,1,7.464,0.6576
ta081,100,first,transpose,srz,2,7.464,0.641
ta081,100,first,transpose,srz,3,7.464,1.0005
ta081,100,first,transpose,srz,4,7.464,0.7962
ta081,100,first,transpose,srz,5,7.464,0.8358
ta081,100,first,transpose,srz,6,7.464,0.9573
ta081,100,first,transpose,srz,7,7.464,0.6599
ta081,100,first,transpose,srz,8,7.464,0.6896
ta081,100,first,transpose,srz,9,7.464,0.9176
ta081,100,first,transpose,srz,10,7.464,0.6767
ta104,200,best,transpose,srz,1,5.2426,2.8731
ta104,200,best,transpose,srz,2,5.2426,2.6214
ta104,200,best,transpose,srz,3,5.2426,2.2628
ta104,200,best,transpose,srz,4,5.2426,2.5211
ta104,200,best,transpose,srz,5,5.2426,2.2287
ta104,200,best,transpose,srz,6,5.2426,2.2169
ta104,200,best,transpose,srz,7,5.2426,2.1895
ta104,200,best,transpose,srz,8,5.2426,2.5734
ta104,200,best,transpose,srz,9,5.2426,2.4113
ta104,200,best,transpose,srz,10,5.2426,2.9145
ta081,100,best,transpose,random,1,26.4727,0.0377
ta081,100,best,transpose,random,2,26.8938,0.0371
ta081,100,best,transpose,random,3,28.6902,0.0425
ta081,100,best,transpose,random,4,27.9281,0.0226
ta081,100,best,transpose,random,5,25.6685,0.0261
ta081,100,best,transpose,random,6,28.9553,0.04
ta081,100,best,transpose,random,7,28.3465,0.0296
ta081,100,best,transpose,random,8,28.17,0.0327
ta081,100,best,transpose,random,9,28.32,0.016
ta081,100,best,transpose,random,10,31.6637,0.0342
ta106,200,first,transpose,srz,1,6.6304,15.6715
ta106,200,first,transpose,srz,2,6.6348,8.0216
ta106,200,first,transpose,srz,3,6.6304,11.1775
ta106,200,first,transpose,srz,4,6.5938,7.9697
ta106,200,first,transpose,srz,5,6.5768,12.0643
ta106,200,first,transpose,srz,6,6.5938,11.1313
ta106,200,first,transpose,srz,7,6.6289,11.7291
ta106,200,first,transpose,srz,8,6.577,10.3396
ta106,200,first,transpose,srz,9,6.5938,10.0023
ta106,200,first,transpose,srz,10,6.5724,11.1112
ta081,100,first,exchange,srz,1,7.464,0.847
ta081,100,first,exchange,srz,2,7.464,0.6836
ta081,100,first,exchange,srz,3,7.464,0.7065
ta081,100,first,exchange,srz,4,7.464,0.7274
ta081,100,first,exchange,srz,5,8.0498,1.0429
ta081,100,first,exchange,srz,6,7.464,0.9401
ta081,100,first,exchange,srz,7,7.464,0.7245
ta081,100,first,exchange,srz,8,7.464,0.7567
ta081,100,first,exchange,srz,9,7.464,0.7338
ta081,100,first,exchange,srz,10,7.464,0.793
ta081,100,best,transpose,srz,1,7.464,0.3922
ta081,100,best,transpose,srz,2,7.464,0.2873
ta081,100,best,transpose,srz,3,7.464,0.3002
ta081,100,best,transpose,srz,4,7.464,0.3024
ta081,100,best,transpose,srz,5,7.464,0.2958
ta081,100,best,transpose,srz,6,7.464,0.2941
ta081,100,best,transpose,srz,7,7.464,0.2876
ta081,100,best,transpose,srz,8,7.464,0.3009
ta081,100,best,transpose,srz,9,7.464,0.3071
ta081,100,best,transpose,srz,10,7.464,0.2905
ta081,100,first,exchange,random,1,13.4947,1.6232
ta081,100,first,exchange,random,2,14.6817,1.9267
ta081,100,first,exchange,random,3,16.3499,0.9912
ta081,100,first,exchange,random,4,12.4828,2.5573
ta081,100,first,exchange,random,5,14.8324,1.3749
ta081,100,first,exchange,random,6,14.587,2.0679
ta081,100,first,exchange,random,7,16.3311,0.7211
ta081,100,first,exchange,random,8,15.5649,0.8956
ta081,100,first,exchange,random,9,14.5213,0.541
ta081,100,first,exchange,random,10,14.8297,0.6026
ta081,100,first,insert,random,1,17.4387,0.6454
ta081,100,first,insert,random,2,14.9813,0.7226
ta081,100,first,insert,random,3,18.9308,1.2523
ta081,100,first,insert,random,4,24.2386,0.6435
ta081,100,first,insert,random,5,23.1331,0.5161
ta081,100,first,insert,random,6,17.8552,1.4315
ta081,100,first,insert,random,7,17.6521,1.0263
ta081,100,first,insert,random,8,17.4343,0.7681
ta081,100,first,insert,random,9,17.9219,1.1232
ta081,100,first,insert,random,10,15.9138,1.2306
ta052,50,first,transpose,random,1,19.9015,0.2595
ta052,50,first,transpose,random,2,22.9566,0.0613
ta052,50,first,transpose,random,3,20.9095,0.1373
ta052,50,first,transpose,random,4,25.5109,0.1377
ta052,50,first,transpose,random,5,21.1351,0.1446
ta052,50,first,transpose,random,6,21.463,0.209
ta052,50,first,transpose,random,7,23.2987,0.0912
ta052,50,first,transpose,random,8,19.8428,0.0936
ta052,50,first,transpose,random,9,20.0433,0.2273
ta052,50,first,transpose,random,10,22.8861,0.0762
ta081,100,first,insert,srz,1,7.3236,1.3259
ta081,100,first,insert,srz,2,7.1512,1.2247
ta081,100,first,insert,srz,3,6.914,1.2211
ta081,100,first,insert,srz,4,8.2766,0.7608
ta081,100,first,insert,srz,5,7.9688,0.876
ta081,100,first,insert,srz,6,6.9594,1.0078
ta081,100,first,insert,srz,7,7.059,0.977
ta081,100,first,insert,srz,8,6.9186,0.933
ta081,100,first,insert,srz,9,6.842,1.1148
ta081,100,first,insert,srz,10,6.9186,1.0865
ta052,50,first,transpose,srz,1,4.7381,0.1569
ta052,50,first,transpose,srz,2,4.7423,0.1556
ta052,50,first,transpose,srz,3,4.7381,0.1031
ta052,50,first,transpose,srz,4,4.7381,0.1061
ta052,50,first,transpose,srz,5,4.7381,0.1469
ta052,50,first,transpose,srz,6,4.7381,0.0969
ta052,50,first,transpose,srz,7,4.7423,0.1049
ta052,50,first,transpose,srz,8,4.7381,0.1316
ta052,50,first,transpose,srz,9,4.8328,0.1101
ta052,50,first,transpose,srz,10,4.7624,0.1196
ta052,50,first,exchange,srz,1,4.8328,0.1038
ta052,50,first,exchange,srz,2,4.8328,0.092
ta052,50,first,exchange,srz,3,4.8328,0.0911
ta052,50,first,exchange,srz,4,4.8328,0.0932
ta052,50,first,exchange,srz,5,4.8328,0.0925
ta052,50,first,exchange,srz,6,4.8328,0.0934
ta052,50,first,exchange,srz,7,4.8328,0.0917
ta052,50,first,exchange,srz,8,4.8328,0.0904
ta052,50,first,exchange,srz,9,4.8328,0.0965
ta052,50,first,exchange,srz,10,4.8328,0.0904
ta052,50,first,exchange,random,1,14.6511,0.3068
ta052,50,first,exchange,random,2,12.3827,0.1097
ta052,50,first,exchange,random,3,12.7953,0.112
ta052,50,first,exchange,random,4,12.942,0.1342
ta052,50,first,exchange,random,5,16.6285,0.1148
ta052,50,first,exchange,random,6,13.0611,0.0939
ta052,50,first,exchange,random,7,14.0171,0.173
ta052,50,first,exchange,random,8,11.9391,0.085
ta052,50,first,exchange,random,9,13.5609,0.1236
ta052,50,first,exchange,random,10,12.3592,0.1472
ta052,50,first,insert,srz,1,4.8462,0.1352
ta052,50,first,insert,srz,2,4.8328,0.0905
ta052,50,first,insert,srz,3,4.8328,0.0983
ta052,50,first,insert,srz,4,4.8328,0.1119
ta052,50,first,insert,srz,5,4.8328,0.0919
ta052,50,first,insert,srz,6,5.4827,0.0999
ta052,50,first,insert,srz,7,4.8328,0.0951
ta052,50,first,insert,srz,8,4.8328,0.1033
ta052,50,first,insert,srz,9,4.8328,0.094
ta052,50,first,insert,srz,10,4.8328,0.0928
ta052,50,best,transpose,random,1,26.8703,0.0187
ta052,50,best,transpose,random,2,30.7446,0.0111
ta052,50,best,transpose,random,3,28.0955,0.0147
ta052,50,best,transpose,random,4,23.4698,0.0075
ta052,50,best,transpose,random,5,25.5906,0.0127
ta052,50,best,transpose,random,6,21.9016,0.0052
ta052,50,best,transpose,random,7,29.7936,0.0112
ta052,50,best,transpose,random,8,27.7483,0.0126
ta052,50,best,transpose,random,9,24.5423,0.0258
ta052,50,best,transpose,random,10,28.7378,0.0074
ta052,50,first,insert,random,1,22.2488,0.2283
ta052,50,first,insert,random,2,13.3622,0.1683
ta052,50,first,insert,random,3,19.2089,0.0704
ta052,50,first,insert,random,4,14.8239,0.1356
ta052,50,first,insert,random,5,21.0714,0.1104
ta052,50,first,insert,random,6,15.9752,0.1088
ta052,50,first,insert,random,7,12.589,0.1999
ta052,50,first,insert,random,8,14.4498,0.1581
ta052,50,first,insert,random,9,20.8433,0.0765
ta052,50,first,insert,random,10,13.9098,0.1658
ta052,50,best,transpose,srz,1,4.8328,0.0463
ta052,50,best,transpose,srz,2,4.8328,0.0418
ta052,50,best,transpose,srz,3,4.8328,0.0423
ta052,50,best,transpose,srz,4,4.8328,0.0438
ta052,50,best,transpose,srz,5,4.8328,0.0428
ta052,50,best,transpose,srz,6,4.8328,0.0423
ta052,50,best,transpose,srz,7,4.8328,0.0426
ta052,50,best,transpose,srz,8,4.8328,0.0423
ta052,50,best,transpose,srz,9,4.8328,0.0413
ta052,50,best,transpose,srz,10,4.8328,0.0409
ta052,50,best,exchange,srz,1,4.8328,0.0979
ta052,50,best,exchange,srz,2,4.8328,0.0877
ta052,50,best,exchange,srz,3,4.8328,0.0911
ta052,50,best,exchange,srz,4,4.8328,0.0904
ta052,50,best,exchange,srz,5,4.8328,0.0881
ta052,50,best,exchange,srz,6,4.8328,0.0896
ta052,50,best,exchange,srz,7,4.8328,0.0887
ta052,50,best,exchange,srz,8,4.8328,0.09
ta052,50,best,exchange,srz,9,4.8328,0.0888
ta052,50,best,exchange,srz,10,4.8328,0.0865
ta052,50,best,exchange,random,1,29.142,0.1676
ta052,50,best,exchange,random,2,23.8748,0.3071
ta052,50,best,exchange,random,3,24.882,0.105
ta052,50,best,exchange,random,4,29.1731,0.1587
ta052,50,best,exchange,random,5,24.4459,0.1556
ta052,50,best,exchange,random,6,31.0658,0.1023
ta052,50,best,exchange,random,7,24.8836,0.1561
ta052,50,best,exchange,random,8,25.604,0.1559
ta052,50,best,exchange,random,9,22.3159,0.2499
ta052,50,best,exchange,random,10,27.3516,0.1596
ta052,50,best,insert,srz,1,4.8328,0.0993
ta052,50,best,insert,srz,2,4.8328,0.0913
ta052,50,best,insert,srz,3,4.8328,0.0902
ta052,50,best,insert,srz,4,4.8328,0.0898
ta052,50,best,insert,srz,5,4.8328,0.0947
ta052,50,best,insert,srz,6,4.8328,0.091
ta052,50,best,insert,srz,7,4.8328,0.0906
ta052,50,best,insert,srz,8,4.8328,0.0909
ta052,50,best,insert,srz,9,4.8328,0.0884
ta052,50,best,insert,srz,10,4.8328,0.0983
ta052,50,best,insert,random,1,29.189,0.1903
ta052,50,best,insert,random,2,25.3499,0.1501
ta052,50,best,insert,random,3,25.0614,0.1515
ta052,50,best,insert,random,4,26.6858,0.1487
ta052,50,best,insert,random,5,28.3496,0.1493
ta052,50,best,insert,random,6,20.2789,0.1576
ta052,50,best,insert,random,7,26.612,0.1998
ta052,50,best,insert,random,8,27.4766,0.1568
ta052,50,best,insert,random,9,27.6284,0.1505
ta052,50,best,insert,random,10,28.872,0.2002
ta057,50,first,transpose,srz,1,4.6989,0.1042
ta057,50,first,transpose,srz,2,4.6989,0.0922
