Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/4           std::vector<Machine, std::allocator<Machine> >::max_size() const [351]
[356]    0.0    0.00    0.00       4         std::vector<Machine, std::allocator<Machine> >::_S_max_size(std::allocator<Machine> const&) [356]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<Machine> >::max_size(std::allocator<Machine> const&) [354]
                0.00    0.00       4/41453       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [242]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [358]
[357]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [357]
-----------------------------------------------
                0.00    0.00       1/3           PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >) [2]
                0.00    0.00       1/3           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [422]
                0.00    0.00       1/3           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [455]
[358]    0.0    0.00    0.00       3         std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [358]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [357]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [366]
[359]    0.0    0.00    0.00       3         std::char_traits<char>::length(char const*) [359]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<Job, std::allocator<Job> >::~vector() [132]
                0.00    0.00       2/3           std::vector<Job, std::allocator<Job> >::_M_default_append(unsigned long) [124]
[360]    0.0    0.00    0.00       3         std::_Vector_base<Job, std::allocator<Job> >::_M_get_Tp_allocator() [360]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<Machine, std::allocator<Machine> >::~vector() [151]
                0.00    0.00       2/3           std::vector<Machine, std::allocator<Machine> >::_M_default_append(unsigned long) [140]
[361]    0.0    0.00    0.00       3         std::_Vector_base<Machine, std::allocator<Machine> >::_M_get_Tp_allocator() [361]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [458]
                0.00    0.00       2/3           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_range_initialize<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::forward_iterator_tag) [456]
[362]    0.0    0.00    0.00       3         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [362]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [366]
[363]    0.0    0.00    0.00       3         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [363]
                0.00    0.00       3/3           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [365]
-----------------------------------------------
                0.00    0.00       3/3           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [365]
[364]    0.0    0.00    0.00       3         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [364]
                0.00    0.00       6/6           bool __gnu_cxx::__is_null_pointer<char const>(char const*) [336]
                0.00    0.00       6/6           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [341]
-----------------------------------------------
                0.00    0.00       3/3           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [363]
[365]    0.0    0.00    0.00       3         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [365]
                0.00    0.00       3/3           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [364]
-----------------------------------------------
                0.00    0.00       3/3           PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >) [2]
[366]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [366]
                0.00    0.00       3/3           std::char_traits<char>::length(char const*) [359]
                0.00    0.00       3/3           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [363]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [446]
[367]    0.0    0.00    0.00       3         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [367]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [373]
                0.00    0.00       3/3671147     operator new(unsigned long, void*) [187]
-----------------------------------------------
                0.00    0.00       3/3           Job* std::__relocate_a<Job*, Job*, std::allocator<Job> >(Job*, Job*, Job*, std::allocator<Job>&) [466]
[368]    0.0    0.00    0.00       3         Job* std::__niter_base<Job*>(Job*) [368]
-----------------------------------------------
                0.00    0.00       3/3           Machine* std::__relocate_a<Machine*, Machine*, std::allocator<Machine> >(Machine*, Machine*, Machine*, std::allocator<Machine>&) [467]
[369]    0.0    0.00    0.00       3         Machine* std::__niter_base<Machine*>(Machine*) [369]
-----------------------------------------------
                0.00    0.00       1/3           std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::function<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}, void, void>(PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}) [462]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_init_functor(std::_Any_data&, {lambda(std::vector<int, std::allocator<int> >&, int, int)#2}&&) [430]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_init_functor(std::_Any_data&, {lambda(std::vector<int, std::allocator<int> >&, int, int)#2}&&, std::integral_constant<bool, true>) [431]
[370]    0.0    0.00    0.00       3         std::remove_reference<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}&>::type&& std::move<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}&>(std::remove_reference&&) [370]
-----------------------------------------------
                0.00    0.00       1/3           std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::function<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}, void, void>(PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}) [463]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}>::_M_init_functor(std::_Any_data&, {lambda(std::vector<int, std::allocator<int> >&, int, int)#3}&&) [433]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}>::_M_init_functor(std::_Any_data&, {lambda(std::vector<int, std::allocator<int> >&, int, int)#3}&&, std::integral_constant<bool, true>) [434]
[371]    0.0    0.00    0.00       3         std::remove_reference<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}&>::type&& std::move<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}&>(std::remove_reference&&) [371]
-----------------------------------------------
                0.00    0.00       1/3           std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::function<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}, void, void>(PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}) [464]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}>::_M_init_functor(std::_Any_data&, {lambda(std::vector<int, std::allocator<int> >&, int, int)#1}&&) [436]
                0.00    0.00       1/3           std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}>::_M_init_functor(std::_Any_data&, {lambda(std::vector<int, std::allocator<int> >&, int, int)#1}&&, std::integral_constant<bool, true>) [437]
[372]    0.0    0.00    0.00       3         std::remove_reference<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}&>::type&& std::move<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}&>(std::remove_reference&&) [372]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [367]
[373]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [373]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [407]
[374]    0.0    0.00    0.00       3         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [374]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [379]
[375]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [375]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::pair<int, int> >::allocator(std::allocator<std::pair<int, int> > const&) [380]
[376]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, int> > const&) [376]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [445]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [394]
[377]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [377]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [457]
                0.00    0.00       1/2           std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [398]
[378]    0.0    0.00    0.00       2         std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [378]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [421]
                0.00    0.00       1/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [455]
[379]    0.0    0.00    0.00       2         std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [379]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [375]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, int> > const&) [459]
                0.00    0.00       1/2           std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_impl::_Vector_impl(std::allocator<std::pair<int, int> > const&) [427]
[380]    0.0    0.00    0.00       2         std::allocator<std::pair<int, int> >::allocator(std::allocator<std::pair<int, int> > const&) [380]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator(__gnu_cxx::new_allocator<std::pair<int, int> > const&) [376]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<Job, std::allocator<Job> >::~_Vector_base() [413]
                0.00    0.00       1/2           std::vector<Job, std::allocator<Job> >::_M_default_append(unsigned long) [124]
[381]    0.0    0.00    0.00       2         std::_Vector_base<Job, std::allocator<Job> >::_M_deallocate(Job*, unsigned long) [381]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Job> >::deallocate(std::allocator<Job>&, Job*, unsigned long) [439]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<Machine, std::allocator<Machine> >::~_Vector_base() [419]
                0.00    0.00       1/2           std::vector<Machine, std::allocator<Machine> >::_M_default_append(unsigned long) [140]
[382]    0.0    0.00    0.00       2         std::_Vector_base<Machine, std::allocator<Machine> >::_M_deallocate(Machine*, unsigned long) [382]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Machine> >::deallocate(std::allocator<Machine>&, Machine*, unsigned long) [441]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [628]
[383]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4PFSPC2EPKc [383]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [384]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4PFSPC2EPKc [383]
[384]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [384]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Job> >::deallocate(std::allocator<Job>&, Job*, unsigned long) [439]
[385]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Job>::deallocate(Job*, unsigned long) [385]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Job> >::allocate(std::allocator<Job>&, unsigned long) [440]
[386]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Job>::allocate(unsigned long, void const*) [386]
                0.00    0.00       1/5           __gnu_cxx::new_allocator<Job>::max_size() const [342]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Job>::allocator() [402]
[387]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Job>::new_allocator() [387]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Job>::~allocator() [403]
[388]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Job>::~new_allocator() [388]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Machine> >::deallocate(std::allocator<Machine>&, Machine*, unsigned long) [441]
[389]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Machine>::deallocate(Machine*, unsigned long) [389]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Machine> >::allocate(std::allocator<Machine>&, unsigned long) [442]
[390]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Machine>::allocate(unsigned long, void const*) [390]
                0.00    0.00       1/5           __gnu_cxx::new_allocator<Machine>::max_size() const [343]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Machine>::allocator() [404]
[391]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Machine>::new_allocator() [391]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Machine>::~allocator() [405]
[392]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Machine>::~new_allocator() [392]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [443]
[393]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [393]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, unsigned long) [444]
[394]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [394]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [377]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator() [406]
[395]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator() [395]
-----------------------------------------------
                0.00    0.00       1/1           void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [60]
[396]    0.0    0.00    0.00       1         __gnu_cxx::__ops::__iter_less_iter() [396]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
[397]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [397]
                0.00    0.00       1/2960509     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [191]
                0.00    0.00       1/5839020     std::allocator<int>::allocator(std::allocator<int> const&) [183]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [457]
[398]    0.0    0.00    0.00       1         std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [398]
                0.00    0.00       1/2           std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [378]
                0.00    0.00       1/1           std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::size() const [399]
-----------------------------------------------
                0.00    0.00       1/1           std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [398]
[399]    0.0    0.00    0.00       1         std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::size() const [399]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Job, std::allocator<Job> >::_M_default_append(unsigned long) [124]
[400]    0.0    0.00    0.00       1         std::vector<Job, std::allocator<Job> >::_M_check_len(unsigned long, char const*) const [400]
                0.00    0.00       4/7           std::vector<Job, std::allocator<Job> >::size() const [334]
                0.00    0.00       2/4           std::vector<Job, std::allocator<Job> >::max_size() const [350]
                0.00    0.00       1/20523       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [250]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Machine, std::allocator<Machine> >::_M_default_append(unsigned long) [140]
[401]    0.0    0.00    0.00       1         std::vector<Machine, std::allocator<Machine> >::_M_check_len(unsigned long, char const*) const [401]
                0.00    0.00       4/7           std::vector<Machine, std::allocator<Machine> >::size() const [335]
                0.00    0.00       2/4           std::vector<Machine, std::allocator<Machine> >::max_size() const [351]
                0.00    0.00       1/20523       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [250]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Job, std::allocator<Job> >::_Vector_impl::_Vector_impl() [409]
[402]    0.0    0.00    0.00       1         std::allocator<Job>::allocator() [402]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Job>::new_allocator() [387]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Job, std::allocator<Job> >::_Vector_impl::~_Vector_impl() [410]
[403]    0.0    0.00    0.00       1         std::allocator<Job>::~allocator() [403]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Job>::~new_allocator() [388]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Machine, std::allocator<Machine> >::_Vector_impl::_Vector_impl() [415]
[404]    0.0    0.00    0.00       1         std::allocator<Machine>::allocator() [404]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Machine>::new_allocator() [391]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Machine, std::allocator<Machine> >::_Vector_impl::~_Vector_impl() [416]
[405]    0.0    0.00    0.00       1         std::allocator<Machine>::~allocator() [405]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Machine>::~new_allocator() [392]
-----------------------------------------------
                0.00    0.00       1/1           PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >) [2]
[406]    0.0    0.00    0.00       1         std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator() [406]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator() [395]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [481]
[407]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [407]
                0.00    0.00       3/6           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [339]
                0.00    0.00       3/3           void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [374]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Job, std::allocator<Job> >::_M_default_append(unsigned long) [124]
[408]    0.0    0.00    0.00       1         std::_Vector_base<Job, std::allocator<Job> >::_M_allocate(unsigned long) [408]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Job> >::allocate(std::allocator<Job>&, unsigned long) [440]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Job, std::allocator<Job> >::_Vector_base() [412]
[409]    0.0    0.00    0.00       1         std::_Vector_base<Job, std::allocator<Job> >::_Vector_impl::_Vector_impl() [409]
                0.00    0.00       1/1           std::_Vector_base<Job, std::allocator<Job> >::_Vector_impl_data::_Vector_impl_data() [411]
                0.00    0.00       1/1           std::allocator<Job>::allocator() [402]
