Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.05 2919508/2919908     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [23]
[31]     0.1    0.00    0.05 2919908         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [31]
                0.00    0.05 2919908/2919908     int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [30]
-----------------------------------------------
                0.00    0.05 2919908/2919908     int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [28]
[32]     0.1    0.00    0.05 2919908         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [32]
                0.02    0.03 2919908/2919908     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [29]
                0.00    0.00 5839816/5846682     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [180]
-----------------------------------------------
                0.00    0.05 2919508/2919508     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [23]
[33]     0.1    0.00    0.05 2919508         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [33]
                0.00    0.03 2919508/2919510     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
                0.01    0.01 2919508/2919508     std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [54]
-----------------------------------------------
                0.01    0.03 1236294/1236294     std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::operator()(std::vector<int, std::allocator<int> >&, int, int) const [18]
[34]     0.0    0.01    0.03 1236294         std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [34]
                0.00    0.02 1236294/1236294     std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_get_pointer(std::_Any_data const&) [52]
                0.00    0.01 1236294/1236294     PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}::operator()(std::vector<int, std::allocator<int> >&, int, int) const [82]
                0.00    0.00 2472588/15018138     int&& std::forward<int>(std::remove_reference<int>::type&) [175]
                0.00    0.00 1236294/5797368     std::vector<int, std::allocator<int> >& std::forward<std::vector<int, std::allocator<int> >&>(std::remove_reference<std::vector<int, std::allocator<int> >&>::type&) [184]
-----------------------------------------------
                0.00    0.00     200/3419052     PFSP::simplifiedRZHeuristic() [13]
                0.00    0.00    3433/3419052     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [104]
                0.01    0.00 1140620/3419052     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.02    0.00 2274799/3419052     std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [26]
[35]     0.0    0.03    0.01 3419052         std::vector<int, std::allocator<int> >::end() [35]
                0.01    0.00 3419052/18381996     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [38]
-----------------------------------------------
                0.01    0.02 1140620/1140620     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
[36]     0.0    0.01    0.02 1140620         void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
                0.00    0.02 1140620/1140620     int* std::move_backward<int*, int*>(int*, int*, int*) [47]
                0.00    0.00 1140620/12656922     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [43]
                0.00    0.00 1140620/9112006     std::remove_reference<int&>::type&& std::move<int&>(int&) [65]
                0.00    0.00 1140620/1140620     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [219]
                0.00    0.00 1140620/15018138     int&& std::forward<int>(std::remove_reference<int>::type&) [175]
                0.00    0.00 1140620/1144620     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [215]
-----------------------------------------------
                0.00    0.03      13/13          PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[37]     0.0    0.00    0.03      13         void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [37]
                0.00    0.02  258687/258687      std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [53]
                0.00    0.01  517387/517599      void std::iter_swap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [86]
                0.00    0.00  517400/517473      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [99]
                0.00    0.00  517387/517387      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++(int) [101]
                0.00    0.00      13/258700      unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [49]
                0.00    0.00  258700/258984      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [236]
                0.00    0.00  258700/3157599     bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [189]
                0.00    0.00      13/14          bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [310]
                0.00    0.00      13/258700      std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [239]
-----------------------------------------------
                0.00    0.00 1160720/18381996     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.01    0.00 3419052/18381996     std::vector<int, std::allocator<int> >::end() [35]
                0.01    0.00 5787133/18381996     std::vector<int, std::allocator<int> >::begin() [55]
                0.01    0.00 8015091/18381996     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [27]
[38]     0.0    0.03    0.00 18381996         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [38]
-----------------------------------------------
                0.00    0.00       2/2919934     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [162]
                0.00    0.00     422/2919934     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [115]
                0.03    0.00 2919510/2919934     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
[39]     0.0    0.03    0.00 2919934         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [39]
-----------------------------------------------
                0.00    0.00       2/2919510     std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [163]
                0.00    0.03 2919508/2919510     std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [33]
[40]     0.0    0.00    0.03 2919510         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
                0.03    0.00 2919510/2919934     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [39]
                0.00    0.00 2919510/5839020     std::allocator<int>::allocator(std::allocator<int> const&) [183]
-----------------------------------------------
                0.01    0.01 1134179/1134179     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [42]
[41]     0.0    0.01    0.01 1134179         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [41]
                0.00    0.01 1134179/1137612     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [83]
                0.00    0.01 3402537/4543582     int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [88]
                0.00    0.00 1134179/1134179     int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [224]
-----------------------------------------------
                0.00    0.02 1134179/1134179     std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [26]
[42]     0.0    0.00    0.02 1134179         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [42]
                0.01    0.01 1134179/1134179     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [41]
                0.00    0.00 2268358/2268358     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [212]
-----------------------------------------------
                0.00    0.00   40200/12656922     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [107]
                0.00    0.00   40200/12656922     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [103]
                0.00    0.00 1140620/12656922     bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [102]
                0.00    0.00 1140620/12656922     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
                0.00    0.00 1160720/12656922     decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [59]
                0.00    0.00 2289640/12656922     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [93]
                0.00    0.00 2301340/12656922     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [92]
                0.01    0.00 4543582/12656922     int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [88]
[43]     0.0    0.02    0.00 12656922         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [43]
-----------------------------------------------
                0.00    0.00       1/5839443     std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [168]
                0.00    0.00       1/5839443     std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
                0.00    0.00       1/5839443     main [1]
                0.01    0.00 2919508/5839443     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [23]
                0.01    0.00 2919932/5839443     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [62]
[44]     0.0    0.02    0.00 5839443         std::allocator<int>::~allocator() [44]
                0.00    0.00 5839443/5839443     __gnu_cxx::new_allocator<int>::~new_allocator() [181]
-----------------------------------------------
                0.00    0.00       1/2898691     main [1]
                0.00    0.00       6/2898691     bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [156]
                0.02    0.00 2898684/2898691     PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[45]     0.0    0.02    0.00 2898691         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [45]
-----------------------------------------------
                0.00    0.00      10/1236304     std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_clone(std::_Any_data&, std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}> const&, std::integral_constant<bool, true>) [144]
                0.02    0.00 1236294/1236304     std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_get_pointer(std::_Any_data const&) [52]
[46]     0.0    0.02    0.00 1236304         PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2} const& std::_Any_data::_M_access<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>() const [46]
                0.00    0.00 1236304/2898710     std::_Any_data::_M_access() const [202]
-----------------------------------------------
                0.00    0.02 1140620/1140620     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
[47]     0.0    0.00    0.02 1140620         int* std::move_backward<int*, int*>(int*, int*, int*) [47]
                0.01    0.01 1140620/1140620     int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [48]
                0.00    0.00 2281240/2281240     int* std::__miter_base<int*>(int*) [211]
-----------------------------------------------
                0.01    0.01 1140620/1140620     int* std::move_backward<int*, int*>(int*, int*, int*) [47]
[48]     0.0    0.01    0.01 1140620         int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [48]
                0.00    0.01 1140620/1140620     int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [75]
                0.00    0.00 3421860/6463169     int* std::__niter_base<int*>(int*) [178]
                0.00    0.00 1140620/4060729     int* std::__niter_wrap<int*>(int* const&, int*) [186]
-----------------------------------------------
                0.00    0.00      13/258700      void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [37]
                0.00    0.02  258687/258700      std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [53]
[49]     0.0    0.00    0.02  258700         unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [49]
                0.01    0.01  258700/258700      unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [50]
-----------------------------------------------
                0.01    0.01  258700/258700      unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [49]
[50]     0.0    0.01    0.01  258700         unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [50]
                0.01    0.00  278622/278622      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [76]
                0.00    0.00  517400/517400      std::uniform_int_distribution<unsigned long>::param_type::a() const [235]
                0.00    0.00  258700/258700      std::uniform_int_distribution<unsigned long>::param_type::b() const [237]
-----------------------------------------------
                0.00    0.00       1/2923342     int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [166]
                0.00    0.00    3433/2923342     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [105]
                0.01    0.01 2919908/2923342     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [29]
[51]     0.0    0.01    0.01 2923342         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [51]
                0.01    0.00 2923342/2923342     int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [79]
-----------------------------------------------
                0.00    0.02 1236294/1236294     std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [34]
[52]     0.0    0.00    0.02 1236294         std::_Function_base::_Base_manager<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_get_pointer(std::_Any_data const&) [52]
                0.02    0.00 1236294/1236304     PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2} const& std::_Any_data::_M_access<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>() const [46]
                0.00    0.00 1236294/1236294     PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2} const* std::__addressof<PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2} const>(PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2} const&) [214]
-----------------------------------------------
